id,name,slug,generation,cost,category,fling_power,effect,short_effect,sprite,sourceUrl
654,item-urge,item_urge,,0,miracle-shooter,None,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  If that Pokémon is holding an item normally activated by some condition—i.e., not continuous and passive—its effect is forcibly activated.

This item can only be obtained or used via the Wonder Launcher.",Forcibly activates a friendly Pokémon’s held item.,images/items/item_urge.png,https://pokeapi.co/api/v2/item/654/
655,reset-urge,reset_urge,,0,miracle-shooter,None,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  Removes all of that Pokémon’s stat changes.

This item can only be obtained or used via the Wonder Launcher.",Resets a friendly Pokémon’s stat changes.,images/items/reset_urge.png,https://pokeapi.co/api/v2/item/655/
656,dire-hit-3,dire_hit_3,,0,miracle-shooter,None,"Used on a party Pokémon in battle
:   Raises the target’s critical hit rate by three stages.
This item can only be obtained or used via the Wonder Launcher.",Raises critical hit rate by three stages in battle.  Wonder Launcher only.,images/items/dire_hit_3.png,https://pokeapi.co/api/v2/item/656/
657,light-stone,light_stone,,0,plot-advancement,None,Summons reshiram for the final battle against N.,Summons Reshiram for the final battle against N.,images/items/light_stone.png,https://pokeapi.co/api/v2/item/657/
658,dark-stone,dark_stone,,0,plot-advancement,None,Summons zekrom for the final battle against N.,Summons Zekrom for the final battle against N.,images/items/dark_stone.png,https://pokeapi.co/api/v2/item/658/
659,tm93,tm93,,1000,all-machines,None,Teaches wild charge to a compatible Pokémon.,Teaches Wild Charge to a compatible Pokémon.,images/items/tm93.png,https://pokeapi.co/api/v2/item/659/
660,tm94,tm94,,10000,all-machines,None,Teaches rock smash to a compatible Pokémon.,Teaches Rock Smash to a compatible Pokémon.,images/items/tm94.png,https://pokeapi.co/api/v2/item/660/
661,tm95,tm95,,1000,all-machines,None,Teaches snarl to a compatible Pokémon.,Teaches Snarl to a compatible Pokémon.,images/items/tm95.png,https://pokeapi.co/api/v2/item/661/
662,xtransceiver,xtransceiver,,0,gameplay,None,"Makes four-way video calls.  Used for plot advancement in-game, but also works with other players via the C-Gear.",Makes four-way video calls.,images/items/xtransceiver.png,https://pokeapi.co/api/v2/item/662/
663,god-stone,god_stone,,0,unused,None,Unknown.  Currently unused.,Unknown.  Currently unused.,images/items/god_stone.png,https://pokeapi.co/api/v2/item/663/
664,gram-1,gram_1,,0,plot-advancement,None,"Give to the wingull on unova route 13, along with gram 2 and gram 3, to receive tm89.",Part of a sidequest to obtain tm89.,images/items/gram_1.png,https://pokeapi.co/api/v2/item/664/
665,gram-2,gram_2,,0,plot-advancement,None,"Give to the wingull on unova route 13, along with gram 1 and gram 3, to receive tm89.",Part of a sidequest to obtain tm89.,images/items/gram_2.png,https://pokeapi.co/api/v2/item/665/
666,gram-3,gram_3,,0,plot-advancement,None,"Give to the wingull on unova route 13, along with gram 1 and gram 2, to receive tm89.",Part of a sidequest to obtain tm89.,images/items/gram_3.png,https://pokeapi.co/api/v2/item/666/
668,dragon-gem,dragon_gem,,200,jewels,None,"Held
:   When the holder uses a damaging dragon-type move, the move has 1.5× power and this item is consumed.","Held: When the holder uses a damaging dragon-type move, the move has 1.5× power and this item is consumed.",images/items/dragon_gem.png,https://pokeapi.co/api/v2/item/668/
669,normal-gem,normal_gem,,4000,jewels,None,"Held
:   When the holder uses a damaging normal-type move, the move has 1.5× power and this item is consumed.","Held: When the holder uses a damaging normal-type move, the move has 1.5× power and this item is consumed.",images/items/normal_gem.png,https://pokeapi.co/api/v2/item/669/
670,medal-box,medal_box,,0,gameplay,None,,Holds medals recieved in the medal rally.,images/items/medal_box.png,https://pokeapi.co/api/v2/item/670/
671,dna-splicers,dna_splicers,,0,gameplay,None,,"Fuses Kyurem with Reshiram or Zekrom, or splits them apart again.",images/items/dna_splicers.png,https://pokeapi.co/api/v2/item/671/
673,permit,permit,,0,gameplay,None,,Grants access to the Nature Preserve.,images/items/permit.png,https://pokeapi.co/api/v2/item/673/
674,oval-charm,oval_charm,,0,gameplay,None,,Doubles the chance of two Pokémon producing an egg at the daycare every 255 steps.,images/items/oval_charm.png,https://pokeapi.co/api/v2/item/674/
675,shiny-charm,shiny_charm,,0,gameplay,None,,Raises the chance of finding a shiny Pokémon.,images/items/shiny_charm.png,https://pokeapi.co/api/v2/item/675/
676,plasma-card,plasma_card,,0,plot-advancement,None,,Required to progress in the Plasma Frigate.,images/items/plasma_card.png,https://pokeapi.co/api/v2/item/676/
677,grubby-hanky,grubby_hanky,,0,plot-advancement,None,,Appears in the Café Warehouse on Sunday; return to the customer with a Patrat on Thursday.,images/items/grubby_hanky.png,https://pokeapi.co/api/v2/item/677/
678,colress-machine,colress_machine,,0,plot-advancement,None,,Wakes up the Crustle blocking the way in Seaside Cave.,images/items/colress_machine.png,https://pokeapi.co/api/v2/item/678/
679,dropped-item,dropped_item,,0,plot-advancement,None,,Returned to Curtis or Yancy as part of a sidequest.,images/items/dropped_item.png,https://pokeapi.co/api/v2/item/679/
681,reveal-glass,reveal_glass,,0,gameplay,None,,"Switches Tornadus, Thundurus, and Landorus between Incarnate and Therian Forme.",images/items/reveal_glass.png,https://pokeapi.co/api/v2/item/681/
682,weakness-policy,weakness_policy,,1000,held-items,80,"Held: When the holder is hit by a super effective move, its Attack and Special Attack raise by two stages.","Held: When the holder is hit by a super effective move, its Attack and Special Attack raise by two stages.",images/items/weakness_policy.png,https://pokeapi.co/api/v2/item/682/
683,assault-vest,assault_vest,,1000,held-items,80,Raises the holder’s Special Defense to 1.5×.  Prevents the holder from selecting a status move.,Raises the holder’s Special Defense to 1.5×.  Prevents the holder from selecting a status move.,images/items/assault_vest.png,https://pokeapi.co/api/v2/item/683/
684,pixie-plate,pixie_plate,,1000,plates,90,Held: Fairy-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Fairy.,Held: Fairy-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Fairy.,images/items/pixie_plate.png,https://pokeapi.co/api/v2/item/684/
685,ability-capsule,ability_capsule,,10000,vitamins,None,Switches a Pokémon between its two possible (non-Hidden) Abilities.,Switches a Pokémon between its two possible (non-Hidden) Abilities.,images/items/ability_capsule.png,https://pokeapi.co/api/v2/item/685/
686,whipped-dream,whipped_dream,,2000,evolution,80,Traded on a Swirlix: Holder evolves into Slurpuff.,Traded on a Swirlix: Holder evolves into Slurpuff.,images/items/whipped_dream.png,https://pokeapi.co/api/v2/item/686/
687,sachet,sachet,,2000,evolution,80,Traded on a Spritzee: Holder evolves into Aromatisse.,Traded on a Spritzee: Holder evolves into Aromatisse.,images/items/sachet.png,https://pokeapi.co/api/v2/item/687/
688,luminous-moss,luminous_moss,,4000,held-items,30,"Held: If the holder is hit by a damaging Water move, it consumes this item and raises its Special Defense by one stage.","Held: If the holder is hit by a damaging Water move, raises its Special Defense by one stage.",images/items/luminous_moss.png,https://pokeapi.co/api/v2/item/688/
689,snowball,snowball,,4000,held-items,30,"Held: If the holder is hit by a damaging Ice move, raises its Attack by one stage.","Held: If the holder is hit by a damaging Ice move, raises its Attack by one stage.",images/items/snowball.png,https://pokeapi.co/api/v2/item/689/
690,safety-goggles,safety_goggles,,4000,held-items,80,Held: Prevents damage from powder moves and the damage from Hail and Sandstorm.,Held: Prevents damage from powder moves and the damage from Hail and Sandstorm.,images/items/safety_goggles.png,https://pokeapi.co/api/v2/item/690/
691,rich-mulch,rich_mulch,,200,mulch,30,Increases the total number of Berries by 2.,Increases the total number of Berries by 2.,images/items/rich_mulch.png,https://pokeapi.co/api/v2/item/691/
692,surprise-mulch,surprise_mulch,,200,mulch,30,Increases the chance of Berry mutation.,Increases the chance of Berry mutation.,images/items/surprise_mulch.png,https://pokeapi.co/api/v2/item/692/
693,boost-mulch,boost_mulch,,200,mulch,30,Causes soil to dry out in 4 hours.,Causes soil to dry out in 4 hours.,images/items/boost_mulch.png,https://pokeapi.co/api/v2/item/693/
694,amaze-mulch,amaze_mulch,,200,mulch,30,"Increases the total number of Berries by 2, increases the chance of Berry mutation, and causes soil to dry out in 4 hours.","Increases the total number of Berries by 2, increases the chance of Berry mutation, and causes soil to dry out in 4 hours.",images/items/amaze_mulch.png,https://pokeapi.co/api/v2/item/694/
695,gengarite,gengarite,,0,mega-stones,80,Held: Allows Gengar to Mega Evolve into Mega Gengar.,Held: Allows Gengar to Mega Evolve into Mega Gengar.,images/items/gengarite.png,https://pokeapi.co/api/v2/item/695/
696,gardevoirite,gardevoirite,,0,mega-stones,80,Held: Allows Gardevoir to Mega Evolve into Mega Gardevoir.,Held: Allows Gardevoir to Mega Evolve into Mega Gardevoir.,images/items/gardevoirite.png,https://pokeapi.co/api/v2/item/696/
697,ampharosite,ampharosite,,0,mega-stones,80,Held: Allows Ampharos to Mega Evolve into Mega Ampharos.,Held: Allows Ampharos to Mega Evolve into Mega Ampharos.,images/items/ampharosite.png,https://pokeapi.co/api/v2/item/697/
698,venusaurite,venusaurite,,0,mega-stones,80,Held: Allows Venusaur to Mega Evolve into Mega Venusaur.,Held: Allows Venusaur to Mega Evolve into Mega Venusaur.,images/items/venusaurite.png,https://pokeapi.co/api/v2/item/698/
699,charizardite-x,charizardite_x,,0,mega-stones,80,Held: Allows Charizard to Mega Evolve into Mega Charizard X.,Held: Allows Charizard to Mega Evolve into Mega Charizard X.,images/items/charizardite_x.png,https://pokeapi.co/api/v2/item/699/
700,blastoisinite,blastoisinite,,0,mega-stones,80,Held: Allows Blastoise to Mega Evolve into Mega Blastoise.,Held: Allows Blastoise to Mega Evolve into Mega Blastoise.,images/items/blastoisinite.png,https://pokeapi.co/api/v2/item/700/
701,mewtwonite-x,mewtwonite_x,,0,mega-stones,80,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo X.,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo X.,images/items/mewtwonite_x.png,https://pokeapi.co/api/v2/item/701/
702,mewtwonite-y,mewtwonite_y,,0,mega-stones,80,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo Y.,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo Y.,images/items/mewtwonite_y.png,https://pokeapi.co/api/v2/item/702/
703,blazikenite,blazikenite,,0,mega-stones,80,Held: Allows Blaziken to Mega Evolve into Mega Blaziken.,Held: Allows Blaziken to Mega Evolve into Mega Blaziken.,images/items/blazikenite.png,https://pokeapi.co/api/v2/item/703/
704,medichamite,medichamite,,0,mega-stones,80,Held: Allows Medicham to Mega Evolve into Mega Medicham.,Held: Allows Medicham to Mega Evolve into Mega Medicham.,images/items/medichamite.png,https://pokeapi.co/api/v2/item/704/
705,houndoominite,houndoominite,,0,mega-stones,80,Held: Allows Houndoom to Mega Evolve into Mega Houndoom.,Held: Allows Houndoom to Mega Evolve into Mega Houndoom.,images/items/houndoominite.png,https://pokeapi.co/api/v2/item/705/
706,aggronite,aggronite,,0,mega-stones,80,Held: Allows Aggron to Mega Evolve into Mega Aggron.,Held: Allows Aggron to Mega Evolve into Mega Aggron.,images/items/aggronite.png,https://pokeapi.co/api/v2/item/706/
707,banettite,banettite,,0,mega-stones,80,Held: Allows Banette to Mega Evolve into Mega Banette.,Held: Allows Banette to Mega Evolve into Mega Banette.,images/items/banettite.png,https://pokeapi.co/api/v2/item/707/
708,tyranitarite,tyranitarite,,0,mega-stones,80,Held: Allows Tyranitar to Mega Evolve into Mega Tyranitar.,Held: Allows Tyranitar to Mega Evolve into Mega Tyranitar.,images/items/tyranitarite.png,https://pokeapi.co/api/v2/item/708/
709,scizorite,scizorite,,0,mega-stones,80,Held: Allows Scizor to Mega Evolve into Mega Scizor.,Held: Allows Scizor to Mega Evolve into Mega Scizor.,images/items/scizorite.png,https://pokeapi.co/api/v2/item/709/
