id,name,description,champion_ids,image,sourceUrl
4001,Worlds 2022 T1 Emote,,,images/emotes/worlds_2022_t1_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4001_worlds_t1_emote_inventory.png
4002,Worlds 2022 DWG KIA Emote,,,images/emotes/worlds_2022_dwg_kia_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4002_worlds_2022_dwg_kia_emote_inventory.png
4003,Worlds 2022 DRX Emote,,,images/emotes/worlds_2022_drx_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4003_worlds_2022_drx_emote_inventory.png
4004,Worlds 2022 G2 Esports Emote,,,images/emotes/worlds_2022_g2_esports_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4004_worlds_g2_esports_emote_inventory.png
4005,Worlds 2022 Rogue Emote,,,images/emotes/worlds_2022_rogue_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4005_worlds_2022_rogue_emote_inventory.png
4006,Worlds 2022 MAD Lions Emote,,,images/emotes/worlds_2022_mad_lions_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4006_worlds_2022_mad_lions_emote_inventory.png
4007,Worlds 2022 Fnatic Emote,,,images/emotes/worlds_2022_fnatic_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4007_worlds_2022_fnatic_emote_inventory.png
4009,Worlds 2022 100 Thieves Emote,,,images/emotes/worlds_2022_100_thieves_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4009_worlds_2022_100_thieves_emote_inventory.png
4010,Worlds 2022 Cloud9 Emote,,,images/emotes/worlds_2022_cloud9_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4010_worlds_2022_cloud9_emote_inventory.png
4011,Worlds 2022 Evil Geniuses Emote,,,images/emotes/worlds_2022_evil_geniuses_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4011_worlds_2022_evil_geniuses_emote_inventory.png
4012,Worlds 2022 Saigon Buffalo Emote,,,images/emotes/worlds_2022_saigon_buffalo_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4012_worlds_saigon_buffalo_emote_inventory.png
4013,Worlds 2022 GAM Esports Emote,,,images/emotes/worlds_2022_gam_esports_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4013_worlds_2022_gam_esports_emote_inventory.png
4014,Worlds 2022 CTBC Flying Oyster,,,images/emotes/worlds_2022_ctbc_flying_oyster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4014_worlds_2022_ctbc_flying_oyster_inventory.png
4015,Worlds 2022 Mega Bank Beyond Gaming Emote,,,images/emotes/worlds_2022_mega_bank_beyond_gaming_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4015_worlds_2022_mega_bank_beyond_gaming_emote_inventory.png
4016,Worlds 2022 LOUD Emote,,,images/emotes/worlds_2022_loud_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4016_worlds_2022_loud_emote_inventory.png
4017,Worlds 2022 Isurus Emote,,,images/emotes/worlds_2022_isurus_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4017_worlds_isurus_emote_inventory.png
4018,Worlds 2022 Chief Esports Club Emote,,,images/emotes/worlds_2022_chief_esports_club_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4018_worlds_2022_chief_esports_club_emote_inventory.png
4019,Worlds 2022 DetonatioN FocusMe Emote,,,images/emotes/worlds_2022_detonation_focusme_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4019_worlds_2022_detonation_focusme_emote_inventory.png
4020,Ready to Brawl,,517,images/emotes/ready_to_brawl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/mythic/ashen_knight/em_ready_to_brawl_inventory.png
4021,Worlds 2022 DenizBank Wildcats Emote,,,images/emotes/worlds_2022_denizbank_wildcats_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4021_worlds_2022_fastpay_wildcats_emote_inventory.png
4022,Let's Rock,,526,images/emotes/let_s_rock.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/em_worlds_rell_inventory.png
4023,Cool Blue,,4,images/emotes/cool_blue.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/em_worlds_tf_inventory.png
4024,In My Grasp,,412,images/emotes/in_my_grasp.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/em_worlds_thresh_inventory.png
4025,Fandom,,268,images/emotes/fandom.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/em_worlds_azir_inventory.png
4026,That's it?,,51,images/emotes/that_s_it.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_thats_it_inventory.png
4027,HeH,,142,images/emotes/heh.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_heh_inventory.png
4028,Speechless,,127,images/emotes/speechless.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_speechless_inventory.png
4029,What can I do?,,17,images/emotes/what_can_i_do.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_what_can_i_do_inventory.png
4030,Hosting Time,,22,images/emotes/hosting_time.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/em_chibi_ashe_inventory.png
4031,Roll Down,,,images/emotes/roll_down.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/em_tft_choncc_tornado_inventory.png
4032,Bet On Me,,145,images/emotes/bet_on_me.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/em_kaisa_pengu_worlds_inventory.png
4033,"Ok, Take It",,,images/emotes/ok_take_it.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/turkeypublishing/em_ok_take_it_inventory.png
4034,"Very Nasus, Much Wow",,75,images/emotes/very_nasus_much_wow.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/primegaming/em_very_nasus_much_wow_inventory.png
4035,Giga K'Sante,,897,images/emotes/giga_k_sante.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/ksante/em_giga_ksante_inventory.png
4036,Groovin',,17,images/emotes/groovin.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spacegroove/em_space_groove_teemo_inventory.png
4037,Delightful,,267,images/emotes/delightful.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spacegroove/em_delightful_inventory.png
4038,All Thanks to You!,,35,images/emotes/all_thanks_to_you.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/regional/em_all_thanks_to_you_inventory.png
4039,Winter's Blessing,,131,images/emotes/winter_s_blessing.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/winterblessed/em_winters_blessing_inventory.png
4040,Brain Freeze,,19,images/emotes/brain_freeze.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/winterblessed/em_brain_freeze_inventory.png
4041,Delightful Snowflakes,,,images/emotes/delightful_snowflakes.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/winterblessed/em_delightful_snowflakes_inventory.png
4042,Master's Challenge Season 11,,,images/emotes/master_s_challenge_season_11.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/cn_10_year/em_cn_masters_chellenger_season11_inventory.png
4043,"Dang, I'm Kind Of...",,82,images/emotes/dang_i_m_kind_of.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/mythic/ashen_knight/em_ak_morde_inventory.png
4044,Bestest Girl,,,images/emotes/bestest_girl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_bestest_girl_inventory.png
4045,Gotta Fly,,145,images/emotes/gotta_fly.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_gotta_fly_inventory.png
4046,9000+,,12,images/emotes/9000.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_now_i_am_angry_9000_inventory.png
4047,Mecha:PUNCH,,875,images/emotes/mecha_punch.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_mecha_punch_inventory.png
4048,#Winning,,21,images/emotes/winning.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_winning_inventory.png
4049,#Shock&Awe,,21,images/emotes/shock_awe.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_shock_and_ave_inventory.png
4050,#Champions,,21,images/emotes/champions.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_champions_inventory.png
4051,TFT Uncharted Realms Gold,,,images/emotes/tft_uncharted_realms_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7_5/em_tft_uncharted_realms_gold_inventory.png
4052,TFT Uncharted Realms Platinum,,,images/emotes/tft_uncharted_realms_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7_5/em_tft_uncharted_realms_platinum_inventory.png
4053,TFT Uncharted Realms Diamond,,,images/emotes/tft_uncharted_realms_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7_5/em_tft_uncharted_realms_diamond_inventory.png
4054,TFT Uncharted Realms Master,,,images/emotes/tft_uncharted_realms_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7_5/em_tft_uncharted_realms_master_inventory.png
4055,TFT Uncharted Realms Grandmaster,,,images/emotes/tft_uncharted_realms_grandmaster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7_5/em_tft_uncharted_realms_grandmaster_inventory.png
4056,TFT Uncharted Realms Challenger,,,images/emotes/tft_uncharted_realms_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7_5/em_tft_uncharted_realms_challenger_inventory.png
4057,TFT Uncharted Realms - Double Up: Gold,,,images/emotes/tft_uncharted_realms_double_up_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftdoubleup/em_tft_uncharted_realms_double_up_gold_inventory.png
4058,TFT Uncharted Realms - Double Up: Platinum,,,images/emotes/tft_uncharted_realms_double_up_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftdoubleup/em_tft_uncharted_realms_double_up_platinum_inventory.png
4059,TFT Uncharted Realms - Double Up: Diamond,,,images/emotes/tft_uncharted_realms_double_up_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftdoubleup/em_tft_uncharted_realms_double_up_diamond_inventory.png
4060,TFT Uncharted Realms - Double Up: Master,,,images/emotes/tft_uncharted_realms_double_up_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftdoubleup/em_tft_uncharted_realms_double_up_master_inventory.png
4061,TFT Uncharted Realms - Double Up: Grandmaster,,,images/emotes/tft_uncharted_realms_double_up_grandmaster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftdoubleup/em_tft_uncharted_realms_double_up_grandmaster_inventory.png
4062,TFT Uncharted Realms - Double Up: Challenger,,,images/emotes/tft_uncharted_realms_double_up_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftdoubleup/em_tft_uncharted_realms_double_up_challenger_inventory.png
4063,TFT Uncharted Realms - Hyper Roll: Green Tier,,,images/emotes/tft_uncharted_realms_hyper_roll_green_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_tft_uncharted_realms_hyper_roll_green_inventory.png
4064,TFT Uncharted Realms - Hyper Roll: Blue Tier,,,images/emotes/tft_uncharted_realms_hyper_roll_blue_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_tft_uncharted_realms_hyper_roll_blue_inventory.png
4065,TFT Uncharted Realms - Hyper Roll: Purple Tier,,,images/emotes/tft_uncharted_realms_hyper_roll_purple_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_tft_uncharted_realms_hyper_roll_purple_inventory.png
4066,TFT Uncharted Realms - Hyper Roll: Hyper Tier,,,images/emotes/tft_uncharted_realms_hyper_roll_hyper_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_tft_uncharted_realms_hyper_roll_hyper_inventory.png
4067,Worlds 2022 Champion DRX,,,images/emotes/worlds_2022_champion_drx.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/em_worlds_2022_champion_drx_inventory.png
