champion,champion_id,slot,name,description,tooltip,cooldown,cost,range,resource,image,image_large,sourceUrl
Rammus,33,R,Soaring Slam,"Rammus hops into the air and slams down at a target area, dealing magic damage and slowing enemies. If cast while Rammus is in Powerball, Rammus knocks up enemies near the center as well.","Rammus hops into the air and slams down in an area, dealing {{ initialdamagecalc }} magic damage and Slowing by {{ slowamount*100 }}% for {{ slowduration }} seconds. If used during Powerball , enemies in the center take an additional {{ spell.powerball:powerballdamage }} magic damage and are Knocked Up for {{ knockupduration }} seconds. Rammus then creates {{ numberofpulses }} aftershocks in the area over {{ buffduration }} seconds, repeating the Slow . The range of this Ability is increased by Rammus's Move Speed .{{ spellmodifierdescriptionappend }}",120/105/90,100,25000,{{ cost }} {{ abilityresourcename }},champions/Rammus/images/abilities/soaring_slam.png,champions/Rammus/images/abilities/soaring_slam.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/rammus/hud/icons2d/armordillo_recklesscharge.png
Katarina,55,P,Voracity,"Whenever an enemy champion dies that Katarina has damaged recently, her remaining ability cooldowns are dramatically reduced. If Katarina picks up a Dagger , she uses it to slash through all nearby enemies, dealing magic damage.",,,,,,champions/Katarina/images/abilities/voracity.png,champions/Katarina/images/abilities/voracity.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/katarina/hud/icons2d/katarina_passive.png
Katarina,55,Q,Bouncing Blade,Katarina throws a Dagger at the target that then bounces to nearby enemies before ricocheting onto the ground.,"Katarina throws a Dagger , dealing {{ totaldamage }} magic damage to the target and {{ maxbounces }} nearby enemies. The Dagger then ricochets onto the ground behind the primary target.{{ spellmodifierdescriptionappend }}",11/10/9/8/7,0,625,No Cost,champions/Katarina/images/abilities/bouncing_blade.png,champions/Katarina/images/abilities/bouncing_blade.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/katarina/hud/icons2d/katarina_q.png
Katarina,55,W,Preparation,"Katarina gains a burst of Move Speed, tossing a Dagger into the air directly above herself.",Katarina tosses a Dagger into the air and gains {{ e4 }}% Move Speed decaying over {{ e2 }} seconds.{{ spellmodifierdescriptionappend }},15/14/13/12/11,0,25000,No Cost,champions/Katarina/images/abilities/preparation.png,champions/Katarina/images/abilities/preparation.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/katarina/hud/icons2d/katarina_w.png
Katarina,55,E,Shunpo,"Katarina blinks to the target, striking it if its an enemy, or striking the nearest enemy otherwise.","Katarina blinks in the wink of an eye to the target ally, enemy, or Dagger . If it is an enemy, Katarina strikes for {{ totaldamage }} magic damage - otherwise she strikes the nearest enemy in range. Picking up a Dagger will reduce this Ability's Cooldown by {{ daggercooldownreduction }} seconds ( {{ tooltipdaggerreduction }} ). Katarina can blink to any location near the target.{{ spellmodifierdescriptionappend }}",12/11/10/9/8,0,725,No Cost,champions/Katarina/images/abilities/shunpo.png,champions/Katarina/images/abilities/shunpo.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/katarina/hud/icons2d/katarina_e.png
Katarina,55,R,Death Lotus,"Katarina becomes a flurry of blades, dealing massive magic damage while she channels to the 3 nearest enemy champions.","Katarina becomes a flurry of blades, rapidly attacking the three nearest enemy champions with a flurry of knives. Each knife deals {{ damagecalc }} magic damage and {{ addamagecalc }} physical damage , and applies {{ grievousamount*100 }}% Grievous Wounds for {{ grievousduration }} seconds. Total over {{ duration }} seconds to each enemy: {{ totaldamagecalc }} magic damage and {{ totaladdamagecalc }} physical damage .{{ spellmodifierdescriptionappend }}",75/60/45,0,550,No Cost,champions/Katarina/images/abilities/death_lotus.png,champions/Katarina/images/abilities/death_lotus.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/katarina/hud/icons2d/katarina_r.png
Singed,27,P,Noxious Slipstream,"Singed drafts off nearby champions, gaining a burst of Move Speed when passing them.",,,,,,champions/Singed/images/abilities/noxious_slipstream.png,champions/Singed/images/abilities/noxious_slipstream.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/singed/hud/icons2d/singed_passive.png
Singed,27,Q,Poison Trail,"Leaves a trail of poison behind Singed, dealing damage to enemies caught in the path.",Toggle: Singed lays a poisonous trail that deals {{ damagepersecond }} magic damage per second.{{ spellmodifierdescriptionappend }},0,13,20,{{ cost }} Mana per Second,champions/Singed/images/abilities/poison_trail.png,champions/Singed/images/abilities/poison_trail.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/singed/hud/icons2d/singed_q.png
Singed,27,W,Mega Adhesive,"Throws a vial of mega adhesive on the ground, slowing and grounding enemies who walk on it.","Singed hurls a cask of sticky liquid, Grounding and Slowing enemies in the area by {{ slowpercent }}% for {{ wduration }} seconds.{{ spellmodifierdescriptionappend }}",17/16/15/14/13,60/70/80/90/100,1000,{{ cost }} {{ abilityresourcename }},champions/Singed/images/abilities/mega_adhesive.png,champions/Singed/images/abilities/mega_adhesive.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/singed/hud/icons2d/singed_w.png
Singed,27,E,Fling,"Damages target enemy unit and flings them into the air behind Singed. If the target Singed flings lands in his Mega Adhesive, they are also rooted.","Singed flings an enemy over his shoulder, dealing {{ basedamage }} plus {{ e3 }}% max Health magic damage . If Singed flings a target into his Mega Adhesive , they are Rooted for {{ e2 }} seconds.{{ spellmodifierdescriptionappend }}",10/9.5/9/8.5/8,60/70/80/90/100,125,{{ cost }} {{ abilityresourcename }},champions/Singed/images/abilities/fling.png,champions/Singed/images/abilities/fling.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/singed/hud/icons2d/singed_e.png
Singed,27,R,Insanity Potion,"Singed drinks a potent brew of chemicals, granting him increased combat stats, and making his Poison Trail apply Grievous Wounds.","Singed drinks a potent brew of chemicals, granting him {{ statamount }} Ability Power , Armor , Magic Resist , Move Speed , Health Regen , and Mana Regen for {{ duration }} seconds. During this effect, Singed's Poison Trail also applies {{ grievousamount*100 }}% Grievous Wounds for {{ grievousduration }} second.{{ spellmodifierdescriptionappend }}",100,100,20,{{ cost }} {{ abilityresourcename }},champions/Singed/images/abilities/insanity_potion.png,champions/Singed/images/abilities/insanity_potion.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/singed/hud/icons2d/singed_r.png
Sona,37,P,Power Chord,"Accelerando : Sona gains non-Ultimate ability haste permanently for her basic abilities as she uses her abilities well, up to a cap. Beyond that cap, further successful uses reduce her ultimate's remaining cooldown instead. Power Chord : Every few spell casts, Sona's next attack will deal bonus magic damage in addition to an additional effect based on what basic Ability Sona last activated.",,,,,,champions/Sona/images/abilities/power_chord.png,champions/Sona/images/abilities/power_chord.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/sona/hud/icons2d/sona_passive_charged.png
Sona,37,Q,Hymn of Valor,"Sona plays the Hymn of Valor, sends out bolts of sound, dealing magic damage to two nearby enemies, prioritizing champions and monsters. Sona gains a temporary aura that grants allies tagged by the zone bonus damage on their next attack against enemies.","Sona deals {{ totaldamage }} magic damage to the nearest two enemies, prioritizing champions. She then begins a new Melody . Gain a stack of Accelerando for every champion you damage with this. Melody: Sona gains an aura for {{ auraduration }} seconds, granting allied champions an additional {{ totalonhitdamage }} magic damage %i:OnHit% on their next Attack within {{ onhitduration }} seconds. Power Chord - Staccato: Power Chord bonus damage ( {{ totalstaccatodamage }} total magic damage ).{{ spellmodifierdescriptionappend }}",8,50/55/60/65/70,825,{{ cost }} {{ abilityresourcename }},champions/Sona/images/abilities/hymn_of_valor.png,champions/Sona/images/abilities/hymn_of_valor.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/sona/hud/icons2d/sona_q.png
Sona,37,W,Aria of Perseverance,"Sona plays the Aria of Perseverance, sending out protective melodies, healing Sona and a nearby wounded ally. Sona gains a temporary aura that grants allies tagged by the zone a temporary shield.","Active: Sona restores {{ totalheal }} Health to herself and a nearby allied champion, prioritizing the most wounded. She then begins a new Melody . Melody: Sona gains an aura for {{ auraduration }} seconds, granting allied champions {{ totalshield }} Shield for {{ shieldduration }} seconds. Gain a stack of Accelerando whenever you heal another injured ally and every time you protect another ally from at least {{ accelerandoshieldbreakpoint }} damage with this shield. Power Chord - Diminuendo: Power Chord also reduces physical and magic damage dealt by the target by {{ totaldiminuendoweakenpercent }} for {{ diminuendoduration }} seconds.{{ spellmodifierdescriptionappend }}",10,80/85/90/95/100,1000,{{ cost }} {{ abilityresourcename }},champions/Sona/images/abilities/aria_of_perseverance.png,champions/Sona/images/abilities/aria_of_perseverance.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/sona/hud/icons2d/sona_w.png
Sona,37,E,Song of Celerity,"Sona plays the Song of Celerity, granting nearby allies bonus Move Speed. Sona gains a temporary aura that grants allied champions tagged by the zone bonus Move Speed.","Active: She begins a new Melody and grants herself {{ totalselfmovementspeed }} Move Speed for {{ selfmovementspeeddurationmin }} seconds, extended to up to {{ selfmovementspeeddurationmax }} seconds if she doesn't take damage. Melody: Sona gains an aura for {{ auraduration }} seconds that grants allied champions {{ totalallymovementspeed }} Move Speed for {{ allymovementspeedduration }} seconds. Power Chord - Tempo: Power Chord also Slows the target by {{ totaltempomovespeedslow }} for {{ tempoduration }} seconds.{{ spellmodifierdescriptionappend }}",14,65,430,{{ cost }} {{ abilityresourcename }},champions/Sona/images/abilities/song_of_celerity.png,champions/Sona/images/abilities/song_of_celerity.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/sona/hud/icons2d/sona_e.png
Sona,37,R,Crescendo,"Sona plays her ultimate chord, stunning enemy champions and forcing them to dance and dealing magic damage to them.","Sona strikes an irresistible chord, Stunning enemy for {{ stunduration }} seconds and dealing {{ totaldamage }} magic damage .{{ spellmodifierdescriptionappend }}",140/120/100,100,900,{{ cost }} {{ abilityresourcename }},champions/Sona/images/abilities/crescendo.png,champions/Sona/images/abilities/crescendo.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/sona/hud/icons2d/sona_r.png
Yunara,804,P,Vow of the First Lands,Yunara's Critical Strikes deal bonus magic damage.,,,,,,champions/Yunara/images/abilities/vow_of_the_first_lands.png,champions/Yunara/images/abilities/vow_of_the_first_lands.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yunara/hud/icons2d/yunara_passive.yunara.png
Yunara,804,Q,Cultivation of Spirit,"Yunara gains Attack Speed, bonus damage On-Hit, and her Attacks spread to nearby enemies.","Passive : Yunara deal {{ calc_passive_damage }} magic damage %i:OnHit% On-Hit and attacking grants {{ resource_nonchampion }} Unleash ( {{ resource_champion }} Unleash for champions). Active : Yunara consumes {{ resource_max }} Unleash and for {{ buff_duration }} seconds gains {{ calc_attack_speed }} Attack Speed and deals an additional {{ calc_damage }} magic damage %i:OnHit% On-Hit . During this time, her Attacks spread to nearby enemies dealing them {{ calc_damage_spread }} physical damage . Transcendent State : This Ability is instantly activated for {{ spell.yunarar:buff_duration }} seconds.{{ spellmodifierdescriptionappend }}",0,30,0,{{ basecost }} Mana,champions/Yunara/images/abilities/cultivation_of_spirit.png,champions/Yunara/images/abilities/cultivation_of_spirit.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yunara/hud/icons2d/yunara_q.yunara.png
Yunara,804,W,Arc of Judgment | Arc of Ruin,Yunara fires a spinning prayer bead that deals damage and slows enemies. While in her Transcendent State she instead fires off a laser that deals damage and slows enemies.,Yunara lets rip a prayer bead that deals {{ calc_damage_initial }} magic damage and Slows by {{ calc_slow }} decaying over {{ slow_duration }} seconds . It deals an additional {{ calc_damage_per_second }} magic damage per second. Transcendent State - Arc of Ruin : Yunara fires a laser that deals {{ spell.yunarar:calc_rw_damage }} magic damage and Slows by {{ spell.yunarar:calc_rw_slow_amount }} decaying over {{ spell.yunarar:rw_slow_duration }} second .{{ spellmodifierdescriptionappend }},10,60,1150,{{ f2.0 }} Mana,champions/Yunara/images/abilities/arc_of_judgment_arc_of_ruin.png,champions/Yunara/images/abilities/arc_of_judgment_arc_of_ruin.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yunara/hud/icons2d/yunara_w.yunara.png
